Tahun,Bulan,Tanaman,Prediksi,Suhu_Nasional_Rata2_Tahunan,Total_RR_Nasional_Tahunan,Luas_Lahan,lag1,lag3,Skenario
2025,9,Karet Kering,15.609164334255958,30.532150942379232,1108956.366666667,299.40000000000003,14.79633331219718,16.39483217708938,Normal
2025,10,Karet Kering,14.631509741053556,30.532150942379232,1108956.366666667,299.40000000000003,15.609164334255958,15.95332607548729,Normal
2025,11,Karet Kering,14.859687828332259,30.532150942379232,1108956.366666667,299.40000000000003,14.631509741053556,14.79633331219718,Normal
2025,12,Karet Kering,16.007082547782414,30.532150942379232,1108956.366666667,299.40000000000003,14.859687828332259,15.609164334255958,Normal
2026,1,Karet Kering,15.980537731649825,30.532150942379236,1108956.366666667,299.40000000000003,16.007082547782414,14.631509741053556,Normal
2026,2,Karet Kering,14.780013730679084,30.532150942379236,1108956.366666667,299.40000000000003,15.980537731649825,14.859687828332259,Normal
2026,3,Karet Kering,14.656334733195738,30.532150942379236,1108956.366666667,299.40000000000003,14.780013730679084,16.007082547782414,Normal
2026,4,Karet Kering,13.91043636405671,30.532150942379236,1108956.366666667,299.40000000000003,14.656334733195738,15.980537731649825,Normal
2026,5,Karet Kering,14.058718528087748,30.532150942379236,1108956.366666667,299.40000000000003,13.91043636405671,14.780013730679084,Normal
2026,6,Karet Kering,16.482170360695772,30.532150942379236,1108956.366666667,299.40000000000003,14.058718528087748,14.656334733195738,Normal
2026,7,Karet Kering,15.893159414276923,30.532150942379236,1108956.366666667,299.40000000000003,16.482170360695772,13.91043636405671,Normal
2026,8,Karet Kering,14.739134093599155,30.532150942379236,1108956.366666667,299.40000000000003,15.893159414276923,14.058718528087748,Normal
2026,9,Karet Kering,15.435395820601304,30.532150942379236,1108956.366666667,299.40000000000003,14.739134093599155,16.482170360695772,Normal
2026,10,Karet Kering,14.717914178961493,30.532150942379236,1108956.366666667,299.40000000000003,15.435395820601304,15.893159414276923,Normal
2026,11,Karet Kering,14.781151903812525,30.532150942379236,1108956.366666667,299.40000000000003,14.717914178961493,14.739134093599155,Normal
2026,12,Karet Kering,15.931632285654992,30.532150942379236,1108956.366666667,299.40000000000003,14.781151903812525,15.435395820601304,Normal
2027,1,Karet Kering,15.786748341222303,30.532150942379236,1108956.366666667,299.40000000000003,15.931632285654992,14.717914178961493,Normal
2027,2,Karet Kering,14.719087819236872,30.532150942379236,1108956.366666667,299.40000000000003,15.786748341222303,14.781151903812525,Normal
2027,3,Karet Kering,14.684480235213858,30.532150942379236,1108956.366666667,299.40000000000003,14.719087819236872,15.931632285654992,Normal
2027,4,Karet Kering,13.941871966061829,30.532150942379236,1108956.366666667,299.40000000000003,14.684480235213858,15.786748341222303,Normal
2027,5,Karet Kering,14.04212741797432,30.532150942379236,1108956.366666667,299.40000000000003,13.941871966061829,14.719087819236872,Normal
